date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:01	2937/2937	---M--	200	added ('OK')	application/javascript	etag:%223e60fa9-b79-54e9ba0e7da80%22	http://thememakker.com/swift/hospital/assets/js/pages/index.js	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/js/pages/index.js	(from http://thememakker.com/swift/hospital/)
19:20:03	166784/166784	---M--	200	added ('OK')	application/javascript	etag:%223e60f5a-28b80-54f33fcc13480%22	http://thememakker.com/swift/hospital/assets/bundles/libscripts.bundle.js	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/bundles/libscripts.bundle.js	(from http://thememakker.com/swift/hospital/)
19:20:10	50312/50312	---M--	200	added ('OK')	application/font-woff	etag:%223e60f6a-c488-5240ab164cf00%22	http://thememakker.com/swift/hospital/assets/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/fonts/Material-Design-Iconic-Fontd1f1.woff	(from http://thememakker.com/swift/hospital/assets/css/main.css)
19:20:12	11632/11632	---M--	200	added ('OK')	text/css	etag:%223e8088b-2d70-541276379a600%22	http://thememakker.com/swift/hospital/assets/plugins/fullcalendar/fullcalendar.min.css	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/plugins/fullcalendar/fullcalendar.min.css	(from http://thememakker.com/swift/hospital/doctor-schedule.html)
19:20:20	188455/188455	---M--	200	added ('OK')	application/javascript	etag:%223e61048-2e027-5414a2eac9180%22	http://thememakker.com/swift/hospital/assets/plugins/chartjs/Chart.bundle.min.js	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/plugins/chartjs/Chart.bundle.min.js	(from http://thememakker.com/swift/hospital/)
19:20:20	99212/99212	---M--	200	added ('OK')	application/x-font-ttf	etag:%223e60f69-1838c-5240ab164cf00%22	http://thememakker.com/swift/hospital/assets/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from http://thememakker.com/swift/hospital/assets/css/main.css)
19:20:24	6621/6621	---M--	200	added ('OK')	application/javascript	etag:%223e60f8e-19dd-5441e2968e080%22	http://thememakker.com/swift/hospital/assets/js/pages/calendar/calendar.js	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/js/pages/calendar/calendar.js	(from http://thememakker.com/swift/hospital/doctor-schedule.html)
19:20:28	3049/3049	---M--	200	added ('OK')	image/jpeg	etag:%223e60f76-be9-547c94d093180%22	http://thememakker.com/swift/hospital/assets/images/patients/random-avatar3.jpg	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/images/patients/random-avatar3.jpg	(from http://thememakker.com/swift/hospital/patients.html)
19:20:31	3059/3059	---M--	200	added ('OK')	image/jpeg	etag:%223e60f77-bf3-547c94d093180%22	http://thememakker.com/swift/hospital/assets/images/patients/random-avatar4.jpg	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/images/patients/random-avatar4.jpg	(from http://thememakker.com/swift/hospital/patients.html)
19:20:34	2730/2730	---M--	200	added ('OK')	image/jpeg	etag:%223e60f78-aaa-547c94d093180%22	http://thememakker.com/swift/hospital/assets/images/patients/random-avatar5.jpg	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/images/patients/random-avatar5.jpg	(from http://thememakker.com/swift/hospital/patients.html)
19:20:40	2298/2298	---M--	200	added ('OK')	image/jpeg	etag:%223e60f79-8fa-547c94d093180%22	http://thememakker.com/swift/hospital/assets/images/patients/random-avatar6.jpg	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/images/patients/random-avatar6.jpg	(from http://thememakker.com/swift/hospital/patients.html)
19:20:42	161028/161028	---M--	200	added ('OK')	application/javascript	etag:%223e60f59-27504-54f33fd3b4680%22	http://thememakker.com/swift/hospital/assets/bundles/fullcalendarscripts.bundle.js	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/bundles/fullcalendarscripts.bundle.js	(from http://thememakker.com/swift/hospital/doctor-schedule.html)
19:20:42	3100/3100	---M--	200	added ('OK')	image/jpeg	etag:%223e60f74-c1c-547c94d093180%22	http://thememakker.com/swift/hospital/assets/images/patients/random-avatar1.jpg	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/images/patients/random-avatar1.jpg	(from http://thememakker.com/swift/hospital/patients.html)
19:20:57	2705/2705	---M--	200	added ('OK')	image/jpeg	etag:%223e60f75-a91-547c94d093180%22	http://thememakker.com/swift/hospital/assets/images/patients/random-avatar2.jpg	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/images/patients/random-avatar2.jpg	(from http://thememakker.com/swift/hospital/patients.html)
19:21:04	230/230	---M--	200	added ('OK')	application/javascript	etag:%223e60fb1-e6-5414592808b80%22	http://thememakker.com/swift/hospital/assets/js/pages/tables/jquery-datatable.js	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/js/pages/tables/jquery-datatable.js	(from http://thememakker.com/swift/hospital/payments.html)
19:21:21	85238/85238	---M--	200	added ('OK')	application/javascript	etag:%223e60f56-14cf6-54f33fcfe3d80%22	http://thememakker.com/swift/hospital/assets/bundles/datatablescripts.bundle.js	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/bundles/datatablescripts.bundle.js	(from http://thememakker.com/swift/hospital/payments.html)
19:21:25	14276/14276	---M--	200	added ('OK')	text/css	etag:%223e60f61-37c4-546657f5d1080%22	http://thememakker.com/swift/hospital/assets/css/inbox.css	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/css/inbox.css	(from http://thememakker.com/swift/hospital/mail-inbox.html)
19:21:27	4044/4044	---M--	200	added ('OK')	image/jpeg	etag:%223e60f7f-fcc-547c9507e3400%22	http://thememakker.com/swift/hospital/assets/images/random-avatar2.jpg	/storage/emulated/0/HTTrack/Websites/swift%20hospital/thememakker.com/swift/hospital/assets/images/random-avatar2.jpg	(from http://thememakker.com/swift/hospital/mail-inbox.html)
